"TrialNo","Filename","Level","Key","StartNote","HeardArr","HeardRange","ProbeNo","ProbeNote_inscale","ProbePrev","LowProbe","ProbeAcc","ProbeProb","ProbeProb_nostart","Last_Heard","Binom_StartNote_probeprob","Actual_StartNote_probeprob","Binom_LastHrd_probeprob","Actual_LastHrd_probeprob","Diff_LastHrd_Probe","ProbeNote_1","ProbeNote_1or5","AbsDiff_TrueIm_Probe","Direction_Same","Diff_LastHrd_TrueIm","TrueImagined_inscale","TrueIm_1or_5","guessing","discrimination","difficulty","inattention"
2726,"5_4_4_0_000101110_4_1",5,4,0,4,4,-1,4,0,0,"1",0.3125,0.3125,-2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,4,0,0.4,1.1284034825656,0.12935070458074,0.97
2727,"5_4_4_0_001110011_4_0",5,4,0,4,3,-1,4,0,0,"0",0.3125,0.3125,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,2,0,1,6,0,0.4,1.1284034825656,0.86599170371045,0.97
2728,"5_4_4_0_010110110_6_1",5,4,0,4,2,1,6,0,0,"1",0.3125,0.3125,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,6,0,0.4,1.1284034825656,0.408189208783252,0.97
2729,"5_4_4_0_011011000_4_1",5,4,0,4,3,-1,4,0,0,"1",0.3125,0.3125,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,4,0,0.4,1.1284034825656,0.268769956681996,0.97
2730,"5_4_4_0_011101000_3_0",5,4,0,4,4,-2,3,1,0,"0",0,0,2,0.109375,0.286944444,0.24609375,0.040277778,4,0,0,1,1,3,4,0,0.4,1.1284034825656,2.44213270294932,0.97
2731,"5_4_4_0_100011011_6_1",5,4,0,4,4,1,6,0,0,"1",0.3125,0.3125,-2,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,0,1,3,6,0,0.4,1.1284034825656,0.754326436679382,0.97
2732,"5_4_4_0_100011110_4_0",5,4,0,4,4,-1,4,0,0,"0",0.3125,0.3125,-2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,2,1,3,6,0,0.4,1.1284034825656,1.35605434793814,0.97
2733,"5_4_4_0_100011110_6_1",5,4,0,4,4,1,6,0,0,"1",0.3125,0.3125,-2,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,0,1,3,6,0,0.4,1.1284034825656,0.754326436679382,0.97
2734,"5_4_4_0_111001001_4_0",5,4,0,4,4,-1,4,1,0,"0",0.3125,0.3125,2,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,2,1,1,6,0,0.4,1.1284034825656,1.40724729741155,0.97
2735,"5_4_4_0_111001100_4_0",5,4,0,4,4,-1,4,1,0,"0",0.3125,0.3125,2,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,2,1,1,6,0,0.4,1.1284034825656,1.40724729741155,0.97
2736,"5_4_4_0_111010010_6_1",5,4,0,4,4,1,6,0,0,"1",0.3125,0.3125,2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,6,0,0.4,1.1284034825656,0.12935070458074,0.97
2737,"5_4_4_0_111010100_7_0",5,4,0,4,4,2,7,0,0,"0",0,0,2,0.109375,0.286944444,0.24609375,0.22,0,0,0,1,0,1,6,0,0.4,1.1284034825656,2.40589436787947,0.97
2738,"5_4_4_0_111100001_8_0",5,4,0,4,5,3,8,0,0,"0",0.1875,0.1875,4,0.03125,0.228611111,0.205078125,0.368055556,1,1,1,2,1,3,6,0,0.4,1.1284034825656,1.84611699216584,0.97
2739,"5_4_4_0_111100100_6_1",5,4,0,4,5,1,6,0,0,"1",0.3125,0.3125,4,0.21875,0.326388889,0.205078125,0.114166667,3,0,0,0,1,3,6,0,0.4,1.1284034825656,0.614907184578126,0.97
2740,"5_4_4_0_111100100_8_0",5,4,0,4,5,3,8,0,0,"0",0.1875,0.1875,4,0.03125,0.228611111,0.205078125,0.368055556,1,1,1,2,1,3,6,0,0.4,1.1284034825656,1.84611699216584,0.97
2741,"5_4_4_0_111101001_8_1",5,4,0,4,5,3,8,0,0,"1",0.1875,0.1875,4,0.03125,0.228611111,0.205078125,0.368055556,1,1,1,0,1,1,8,1,0.4,1.1284034825656,-0.0100685475205152,0.97
2742,"5_4_4_0_111101010_7_0",5,4,0,4,5,2,7,0,0,"0",0,0,4,0.109375,0.286944444,0.1171875,0.248611111,2,0,0,1,1,1,8,1,0.4,1.1284034825656,2.89018800360281,0.97
2743,"5_4_4_1_000010101_3_0",5,4,1,4,5,-2,-6,0,1,"0",0,0,-4,0.109375,0.286944444,0.1171875,0.248611111,2,0,0,1,1,1,-5,1,0.4,1.1284034825656,2.89018800360281,0.97
2744,"5_4_4_1_000011011_2_0",5,4,1,4,5,-3,-5,0,1,"0",0.1875,0.1875,-4,0.03125,0.228611111,0.205078125,0.368055556,1,0,1,2,1,3,-7,0,0.4,1.1284034825656,1.84611699216584,0.97
2745,"5_4_4_1_000011101_4_1",5,4,1,4,5,-1,-7,0,1,"1",0.3125,0.3125,-4,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,0,1,3,-7,0,0.4,1.1284034825656,0.614907184578126,0.97
2746,"5_4_4_1_000011101_6_0",5,4,1,4,5,1,2,1,0,"0",0.3125,0.3125,-4,0.21875,0.326388889,0.043945313,0.007777778,5,0,0,2,1,3,-7,0,0.4,1.1284034825656,1.91876169181453,0.97
2747,"5_4_4_1_000011110_3_0",5,4,1,4,5,-2,-6,0,1,"0",0,0,-4,0.109375,0.286944444,0.1171875,0.248611111,2,0,0,1,1,3,-7,0,0.4,1.1284034825656,2.89018800360281,0.97
2748,"5_4_4_1_000100101_3_0",5,4,1,4,4,-2,-6,0,1,"0",0,0,-2,0.109375,0.286944444,0.24609375,0.22,0,0,0,1,0,1,-5,1,0.4,1.1284034825656,2.40589436787947,0.97
2749,"5_4_4_1_000100111_6_0",5,4,1,4,4,1,2,1,0,"0",0.3125,0.3125,-2,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,2,1,1,-7,0,0.4,1.1284034825656,1.40724729741155,0.97
2750,"5_4_4_1_000110011_3_0",5,4,1,4,4,-2,-6,0,1,"0",0,0,-2,0.109375,0.286944444,0.24609375,0.22,0,0,0,1,0,1,-7,0,0.4,1.1284034825656,2.40589436787947,0.97
2751,"5_4_4_1_000110110_2_0",5,4,1,4,4,-3,-5,0,1,"0",0.1875,0.1875,-2,0.03125,0.228611111,0.205078125,0.368055556,1,0,1,2,0,1,-7,0,0.4,1.1284034825656,1.35605434793814,0.97
2752,"5_4_4_1_001011101_6_1",5,4,1,4,3,1,2,0,0,"1",0.3125,0.3125,-2,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,0,1,3,2,0,0.4,1.1284034825656,0.893745688780638,0.97
2753,"5_4_4_1_100011011_4_0",5,4,1,4,4,-1,-7,0,1,"0",0.3125,0.3125,-2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,2,1,3,2,0,0.4,1.1284034825656,1.35605434793814,0.97
2754,"5_4_4_1_100011110_6_1",5,4,1,4,4,1,2,0,0,"1",0.3125,0.3125,-2,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,0,1,3,2,0,0.4,1.1284034825656,0.754326436679382,0.97
2755,"5_4_4_1_101011000_4_1",5,4,1,4,2,-1,-7,0,1,"1",0.3125,0.3125,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,-7,0,0.4,1.1284034825656,0.408189208783252,0.97
2756,"5_4_4_1_101101000_4_1",5,4,1,4,3,-1,-7,0,1,"1",0.3125,0.3125,2,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,0,1,3,-7,0,0.4,1.1284034825656,0.893745688780638,0.97
2757,"5_4_4_1_110101000_4_1",5,4,1,4,3,-1,-7,0,1,"1",0.3125,0.3125,2,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,0,1,3,-7,0,0.4,1.1284034825656,0.893745688780638,0.97
2758,"5_4_4_1_111001010_4_0",5,4,1,4,4,-1,-7,1,0,"0",0.3125,0.3125,2,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,2,1,1,2,0,0.4,1.1284034825656,1.40724729741155,0.97
2759,"5_4_4_1_111001100_6_1",5,4,1,4,4,1,2,0,0,"1",0.3125,0.3125,2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,2,0,0.4,1.1284034825656,0.12935070458074,0.97
2760,"5_4_4_1_111100001_6_1",5,4,1,4,5,1,2,0,0,"1",0.3125,0.3125,4,0.21875,0.326388889,0.205078125,0.114166667,3,0,0,0,1,3,2,0,0.4,1.1284034825656,0.614907184578126,0.97
2761,"5_4_4_1_111100010_6_1",5,4,1,4,5,1,2,0,0,"1",0.3125,0.3125,4,0.21875,0.326388889,0.205078125,0.114166667,3,0,0,0,1,3,2,0,0.4,1.1284034825656,0.614907184578126,0.97
2762,"5_4_4_1_111100100_6_1",5,4,1,4,5,1,2,0,0,"1",0.3125,0.3125,4,0.21875,0.326388889,0.205078125,0.114166667,3,0,0,0,1,3,2,0,0.4,1.1284034825656,0.614907184578126,0.97
2763,"5_4_5_0_000010111_2_0",5,5,0,4,5,-3,2,0,0,"0",0.1875,0.1875,-4,0.03125,0.228611111,0.205078125,0.368055556,1,0,0,2,1,3,4,0,0.4,1.1284034825656,1.84611699216584,0.97
2764,"5_4_5_0_000011011_4_1",5,5,0,4,5,-1,4,0,0,"1",0.3125,0.3125,-4,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,0,1,3,4,0,0.4,1.1284034825656,0.614907184578126,0.97
2765,"5_4_5_0_000011101_3_0",5,5,0,4,5,-2,3,0,0,"0",0,0,-4,0.109375,0.286944444,0.1171875,0.248611111,2,0,0,1,1,3,4,0,0.4,1.1284034825656,2.89018800360281,0.97
2766,"5_4_5_0_000100111_3_0",5,5,0,4,4,-2,3,0,0,"0",0,0,-2,0.109375,0.286944444,0.24609375,0.22,0,0,0,1,0,1,4,0,0.4,1.1284034825656,2.40589436787947,0.97
2767,"5_4_5_0_000101011_4_1",5,5,0,4,4,-1,4,0,0,"1",0.3125,0.3125,-2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,4,0,0.4,1.1284034825656,0.12935070458074,0.97
2768,"5_4_5_0_010101101_8_0",5,5,0,4,2,3,8,1,0,"0",0.1875,0.1875,0,0.03125,0.228611111,0.03125,0.114166667,3,1,1,2,1,1,6,0,0.4,1.1284034825656,0.427122008956168,0.97
2769,"5_4_5_0_011101000_4_1",5,5,0,4,4,-1,4,0,0,"1",0.3125,0.3125,2,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,0,1,3,4,0,0.4,1.1284034825656,0.754326436679382,0.97
2770,"5_4_5_0_011110000_4_1",5,5,0,4,4,-1,4,0,0,"1",0.3125,0.3125,2,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,0,1,3,4,0,0.4,1.1284034825656,0.754326436679382,0.97
2771,"5_4_5_0_100011011_6_1",5,5,0,4,4,1,6,0,0,"1",0.3125,0.3125,-2,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,0,1,3,6,0,0.4,1.1284034825656,0.754326436679382,0.97
2772,"5_4_5_0_100110011_6_1",5,5,0,4,3,1,6,0,0,"1",0.3125,0.3125,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,6,0,0.4,1.1284034825656,0.268769956681996,0.97
2773,"5_4_5_0_111011001_9_0",5,5,0,4,4,4,9,0,0,"0",0,0,2,0.00390625,0.158055556,0.1171875,0.248611111,2,0,0,1,1,1,8,1,0.4,1.1284034825656,2.40012535937512,0.97
2774,"5_4_5_0_111011010_9_0",5,5,0,4,4,4,9,0,0,"0",0,0,2,0.00390625,0.158055556,0.1171875,0.248611111,2,0,0,1,1,1,8,1,0.4,1.1284034825656,2.40012535937512,0.97
2775,"5_4_5_0_111100001_6_1",5,5,0,4,5,1,6,0,0,"1",0.3125,0.3125,4,0.21875,0.326388889,0.205078125,0.114166667,3,0,0,0,1,3,6,0,0.4,1.1284034825656,0.614907184578126,0.97
2776,"5_4_5_0_111100010_8_0",5,5,0,4,5,3,8,0,0,"0",0.1875,0.1875,4,0.03125,0.228611111,0.205078125,0.368055556,1,1,1,2,1,3,6,0,0.4,1.1284034825656,1.84611699216584,0.97
2777,"5_4_5_0_111100100_6_1",5,5,0,4,5,1,6,0,0,"1",0.3125,0.3125,4,0.21875,0.326388889,0.205078125,0.114166667,3,0,0,0,1,3,6,0,0.4,1.1284034825656,0.614907184578126,0.97
2778,"5_4_5_0_111100100_8_0",5,5,0,4,5,3,8,0,0,"0",0.1875,0.1875,4,0.03125,0.228611111,0.205078125,0.368055556,1,1,1,2,1,3,6,0,0.4,1.1284034825656,1.84611699216584,0.97
2779,"5_4_5_0_111101000_8_0",5,5,0,4,5,3,8,0,0,"0",0.1875,0.1875,4,0.03125,0.228611111,0.205078125,0.368055556,1,1,1,2,1,3,6,0,0.4,1.1284034825656,1.84611699216584,0.97
2780,"5_4_5_0_111101001_6_0",5,5,0,4,5,1,6,0,0,"0",0.3125,0.3125,4,0.21875,0.326388889,0.205078125,0.114166667,3,0,0,2,1,1,8,1,0.4,1.1284034825656,1.89730994163925,0.97
2781,"5_4_5_1_000011011_3_0",5,5,1,4,5,-2,-6,0,1,"0",0,0,-4,0.109375,0.286944444,0.1171875,0.248611111,2,0,0,1,1,3,-7,0,0.4,1.1284034825656,2.89018800360281,0.97
2782,"5_4_5_1_000011011_4_1",5,5,1,4,5,-1,-7,0,1,"1",0.3125,0.3125,-4,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,0,1,3,-7,0,0.4,1.1284034825656,0.614907184578126,0.97
2783,"5_4_5_1_000011101_6_0",5,5,1,4,5,1,2,1,0,"0",0.3125,0.3125,-4,0.21875,0.326388889,0.043945313,0.007777778,5,0,0,2,1,3,-7,0,0.4,1.1284034825656,1.91876169181453,0.97
2784,"5_4_5_1_000011110_2_0",5,5,1,4,5,-3,-5,0,1,"0",0.1875,0.1875,-4,0.03125,0.228611111,0.205078125,0.368055556,1,0,1,2,1,3,-7,0,0.4,1.1284034825656,1.84611699216584,0.97
2785,"5_4_5_1_000100110_2_1",5,5,1,4,4,-3,-5,0,1,"1",0.1875,0.1875,-2,0.03125,0.228611111,0.205078125,0.368055556,1,0,1,0,1,1,-5,1,0.4,1.1284034825656,0.12935070458074,0.97
2786,"5_4_5_1_000100111_4_1",5,5,1,4,4,-1,-7,0,1,"1",0.3125,0.3125,-2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,-7,0,0.4,1.1284034825656,0.12935070458074,0.97
2787,"5_4_5_1_000110011_4_1",5,5,1,4,4,-1,-7,0,1,"1",0.3125,0.3125,-2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,-7,0,0.4,1.1284034825656,0.12935070458074,0.97
2788,"5_4_5_1_000110110_4_1",5,5,1,4,4,-1,-7,0,1,"1",0.3125,0.3125,-2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,-7,0,0.4,1.1284034825656,0.12935070458074,0.97
2789,"5_4_5_1_011101000_3_0",5,5,1,4,4,-2,-6,1,0,"0",0,0,2,0.109375,0.286944444,0.24609375,0.040277778,4,0,0,1,1,3,-7,0,0.4,1.1284034825656,2.44213270294932,0.97
2790,"5_4_5_1_011101000_4_1",5,5,1,4,4,-1,-7,0,1,"1",0.3125,0.3125,2,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,0,1,3,-7,0,0.4,1.1284034825656,0.754326436679382,0.97
2791,"5_4_5_1_100011101_4_0",5,5,1,4,4,-1,-7,0,1,"0",0.3125,0.3125,-2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,2,1,3,2,0,0.4,1.1284034825656,1.35605434793814,0.97
2792,"5_4_5_1_100101110_8_0",5,5,1,4,3,3,4,1,0,"0",0.1875,0.1875,0,0.03125,0.228611111,0.03125,0.114166667,3,0,0,2,1,1,2,0,0.4,1.1284034825656,0.917184653183861,0.97
2793,"5_4_5_1_100110110_4_0",5,5,1,4,3,-1,-7,0,1,"0",0.3125,0.3125,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,2,0,1,2,0,0.4,1.1284034825656,0.86599170371045,0.97
2794,"5_4_5_1_101011000_2_0",5,5,1,4,2,-3,-5,1,0,"0",0.1875,0.1875,0,0.03125,0.228611111,0.03125,0.114166667,3,0,1,2,1,1,-7,0,0.4,1.1284034825656,0.427122008956168,0.97
2795,"5_4_5_1_101101000_4_1",5,5,1,4,3,-1,-7,0,1,"1",0.3125,0.3125,2,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,0,1,3,-7,0,0.4,1.1284034825656,0.893745688780638,0.97
2796,"5_4_5_1_101110000_2_0",5,5,1,4,3,-3,-5,1,0,"0",0.1875,0.1875,2,0.03125,0.228611111,0.205078125,0.007777778,5,0,1,2,1,3,-7,0,0.4,1.1284034825656,0.938636403359148,0.97
2797,"5_4_5_1_110011000_4_1",5,5,1,4,3,-1,-7,0,1,"1",0.3125,0.3125,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,-7,0,0.4,1.1284034825656,0.268769956681996,0.97
2798,"5_4_5_1_111001010_6_1",5,5,1,4,4,1,2,0,0,"1",0.3125,0.3125,2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,2,0,0.4,1.1284034825656,0.12935070458074,0.97
2799,"5_4_5_1_111100010_4_0",5,5,1,4,5,-1,-7,1,0,"0",0.3125,0.3125,4,0.21875,0.326388889,0.000976563,0.007777778,5,0,0,2,1,3,2,0,0.4,1.1284034825656,1.91876169181453,0.97
2800,"5_4_5_1_111101010_8_1",5,5,1,4,5,3,4,0,0,"1",0.1875,0.1875,4,0.03125,0.228611111,0.205078125,0.368055556,1,0,0,0,1,1,4,0,0.4,1.1284034825656,-0.0100685475205152,0.97
2801,"5_5_1_0_0000101010_1_1",5,1,0,5,5,-4,1,0,0,"1",0.09375,0.136363636,-3,0.00390625,0.158055556,0.205078125,0.368055556,1,1,1,0,1,1,1,1,0.4,1.1284034825656,-0.0100685475205152,0.97
2802,"5_5_1_0_0000101110_3_1",5,1,0,5,5,-2,3,0,0,"1",0.25,0.363636364,-3,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,3,0,0.4,1.1284034825656,-0.0100685475205152,0.97
2803,"5_5_1_0_0000111100_1_0",5,1,0,5,5,-4,1,0,0,"0",0.09375,0.136363636,-3,0.00390625,0.158055556,0.205078125,0.368055556,1,1,1,2,0,1,3,0,0.4,1.1284034825656,1.84611699216584,0.97
2804,"5_5_1_0_0001001100_3_0",5,1,0,5,4,-2,3,0,0,"0",0.25,0.363636364,-3,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,2,1,1,1,1,0.4,1.1284034825656,1.35605434793814,0.97
2805,"5_5_1_0_0001001110_1_0",5,1,0,5,4,-4,1,0,0,"0",0.09375,0.136363636,-3,0.00390625,0.158055556,0.205078125,0.368055556,1,1,1,2,0,1,3,0,0.4,1.1284034825656,1.35605434793814,0.97
2806,"5_5_1_0_0001011010_2_0",5,1,0,5,4,-3,2,0,0,"0",0,0,-3,0.03125,0.228611111,0.24609375,0.22,0,0,0,1,0,1,3,0,0.4,1.1284034825656,2.40589436787947,0.97
2807,"5_5_1_0_0001011010_3_1",5,1,0,5,4,-2,3,0,0,"1",0.25,0.363636364,-3,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,3,0,0.4,1.1284034825656,0.12935070458074,0.97
2808,"5_5_1_0_0001100110_3_1",5,1,0,5,4,-2,3,0,0,"1",0.25,0.363636364,-1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,3,0,0.4,1.1284034825656,0.12935070458074,0.97
2809,"5_5_1_0_0010100110_1_0",5,1,0,5,3,-4,1,1,0,"0",0.09375,0.136363636,-1,0.00390625,0.158055556,0.043945313,0.114166667,3,1,1,2,1,1,3,0,0.4,1.1284034825656,0.917184653183861,0.97
2810,"5_5_1_0_0100101010_3_1",5,1,0,5,3,-2,3,0,0,"1",0.25,0.363636364,-1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,3,0,0.4,1.1284034825656,0.268769956681996,0.97
2811,"5_5_1_0_0100101100_2_0",5,1,0,5,3,-3,2,1,0,"0",0,0,-1,0.03125,0.228611111,0.1171875,0.248611111,2,0,0,1,1,1,3,0,0.4,1.1284034825656,1.91006271514742,0.97
2812,"5_5_1_0_1000101100_3_1",5,1,0,5,4,-2,3,0,0,"1",0.25,0.363636364,-1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,3,0,0.4,1.1284034825656,0.12935070458074,0.97
2813,"5_5_1_0_1001000110_2_0",5,1,0,5,3,-3,2,0,0,"0",0,0,-1,0.03125,0.228611111,0.1171875,0.248611111,2,0,0,1,1,1,3,0,0.4,1.1284034825656,1.91006271514742,0.97
2814,"5_5_1_0_1010110101_8_0",5,1,0,5,2,3,8,1,0,"0",0,0,1,0.03125,0.228611111,0.1171875,0.248611111,2,1,1,1,1,1,7,0,0.4,1.1284034825656,1.42000007091973,0.97
2815,"5_5_1_0_1011010011_7_1",5,1,0,5,3,2,7,0,0,"1",0.25,0.363636364,1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,7,0,0.4,1.1284034825656,0.268769956681996,0.97
2816,"5_5_1_0_1111000011_7_1",5,1,0,5,5,2,7,0,0,"1",0.25,0.363636364,3,0.109375,0.286944444,0.1171875,0.368055556,1,0,0,0,1,1,7,0,0.4,1.1284034825656,-0.0100685475205152,0.97
2817,"5_5_1_0_1111000101_7_1",5,1,0,5,5,2,7,0,0,"1",0.25,0.363636364,3,0.109375,0.286944444,0.1171875,0.368055556,1,0,0,0,1,1,7,0,0.4,1.1284034825656,-0.0100685475205152,0.97
2818,"5_5_1_0_1111001001_6_0",5,1,0,5,5,1,6,0,0,"0",0,0,3,0.21875,0.326388889,0.1171875,0.248611111,2,0,0,1,1,1,7,0,0.4,1.1284034825656,2.89018800360281,0.97
2819,"5_5_1_0_1111001001_7_1",5,1,0,5,5,2,7,0,0,"1",0.25,0.363636364,3,0.109375,0.286944444,0.1171875,0.368055556,1,0,0,0,1,1,7,0,0.4,1.1284034825656,-0.0100685475205152,0.97
2820,"5_5_1_0_1111010011_8_0",5,1,0,5,5,3,8,0,0,"0",0,0,3,0.03125,0.228611111,0.24609375,0.22,0,1,1,1,0,1,9,0,0.4,1.1284034825656,2.89595701210716,0.97
2821,"5_5_1_1_0000101100_1_1",5,1,1,5,5,-4,-4,0,1,"1",0.09375,0.136363636,-3,0.00390625,0.158055556,0.205078125,0.368055556,1,0,0,0,1,1,-4,0,0.4,1.1284034825656,-0.0100685475205152,0.97
2822,"5_5_1_1_0000110110_2_0",5,1,1,5,5,-3,-5,0,1,"0",0,0,-3,0.03125,0.228611111,0.24609375,0.22,0,0,1,1,0,1,-6,0,0.4,1.1284034825656,2.89595701210716,0.97
2823,"5_5_1_1_0000111100_3_1",5,1,1,5,5,-2,-6,0,1,"1",0.25,0.363636364,-3,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,-6,0,0.4,1.1284034825656,-0.0100685475205152,0.97
2824,"5_5_1_1_0001001100_1_1",5,1,1,5,4,-4,-4,0,1,"1",0.09375,0.136363636,-3,0.00390625,0.158055556,0.205078125,0.368055556,1,0,0,0,1,1,-4,0,0.4,1.1284034825656,0.12935070458074,0.97
2825,"5_5_1_1_0001001110_2_0",5,1,1,5,4,-3,-5,0,1,"0",0,0,-3,0.03125,0.228611111,0.24609375,0.22,0,0,1,1,0,1,-6,0,0.4,1.1284034825656,2.40589436787947,0.97
2826,"5_5_1_1_0001011100_2_0",5,1,1,5,4,-3,-5,0,1,"0",0,0,-3,0.03125,0.228611111,0.24609375,0.22,0,0,1,1,0,1,-6,0,0.4,1.1284034825656,2.40589436787947,0.97
2827,"5_5_1_1_0001100110_2_0",5,1,1,5,4,-3,-5,0,1,"0",0,0,-1,0.03125,0.228611111,0.1171875,0.248611111,2,0,1,1,1,1,-6,0,0.4,1.1284034825656,2.40012535937512,0.97
2828,"5_5_1_1_0001101100_2_0",5,1,1,5,4,-3,-5,0,1,"0",0,0,-1,0.03125,0.228611111,0.1171875,0.248611111,2,0,1,1,1,1,-6,0,0.4,1.1284034825656,2.40012535937512,0.97
2829,"5_5_1_1_0001101100_3_1",5,1,1,5,4,-2,-6,0,1,"1",0.25,0.363636364,-1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,-6,0,0.4,1.1284034825656,0.12935070458074,0.97
2830,"5_5_1_1_0100100110_4_0",5,1,1,5,3,-1,-7,0,1,"0",0,0,-1,0.21875,0.326388889,0.24609375,0.22,0,0,0,1,0,1,-6,0,0.4,1.1284034825656,1.91583172365177,0.97
2831,"5_5_1_1_0111010101_8_0",5,1,1,5,4,3,4,1,0,"0",0,0,1,0.03125,0.228611111,0.1171875,0.248611111,2,0,0,1,1,1,3,0,0.4,1.1284034825656,2.40012535937512,0.97
2832,"5_5_1_1_0111100011_7_1",5,1,1,5,5,2,3,0,0,"1",0.25,0.363636364,3,0.109375,0.286944444,0.1171875,0.368055556,1,0,0,0,1,1,3,0,0.4,1.1284034825656,-0.0100685475205152,0.97
2833,"5_5_1_1_1011100101_7_1",5,1,1,5,4,2,3,0,0,"1",0.25,0.363636364,3,0.109375,0.286944444,0.1171875,0.368055556,1,0,0,0,1,1,3,0,0.4,1.1284034825656,0.12935070458074,0.97
2834,"5_5_1_1_1110010011_7_1",5,1,1,5,4,2,3,0,0,"1",0.25,0.363636364,1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,3,0,0.4,1.1284034825656,0.12935070458074,0.97
2835,"5_5_1_1_1110010011_8_0",5,1,1,5,4,3,4,0,0,"0",0,0,1,0.03125,0.228611111,0.1171875,0.248611111,2,0,0,1,1,1,3,0,0.4,1.1284034825656,2.40012535937512,0.97
2836,"5_5_1_1_1110010101_7_1",5,1,1,5,4,2,3,0,0,"1",0.25,0.363636364,1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,3,0,0.4,1.1284034825656,0.12935070458074,0.97
2837,"5_5_1_1_1110100011_9_0",5,1,1,5,4,4,5,1,0,"0",0.09375,0.136363636,3,0.00390625,0.158055556,0.205078125,0.368055556,1,0,1,2,1,1,3,0,0.4,1.1284034825656,1.35605434793814,0.97
2838,"5_5_1_1_1110101001_7_1",5,1,1,5,4,2,3,0,0,"1",0.25,0.363636364,3,0.109375,0.286944444,0.1171875,0.368055556,1,0,0,0,1,1,3,0,0.4,1.1284034825656,0.12935070458074,0.97
2839,"5_5_1_1_1110110101_9_1",5,1,1,5,4,4,5,0,0,"1",0.09375,0.136363636,3,0.00390625,0.158055556,0.205078125,0.368055556,1,0,1,0,1,1,5,1,0.4,1.1284034825656,0.12935070458074,0.97
2840,"5_5_1_1_1111000101_6_0",5,1,1,5,5,1,2,0,0,"0",0,0,3,0.21875,0.326388889,0.1171875,0.248611111,2,0,0,1,1,1,3,0,0.4,1.1284034825656,2.89018800360281,0.97
2841,"5_5_1_1_1111001001_7_1",5,1,1,5,5,2,3,0,0,"1",0.25,0.363636364,3,0.109375,0.286944444,0.1171875,0.368055556,1,0,0,0,1,1,3,0,0.4,1.1284034825656,-0.0100685475205152,0.97
2842,"5_5_2_0_0000101110_2_0",5,2,0,5,5,-3,2,0,0,"0",0,0,-3,0.03125,0.228611111,0.24609375,0.22,0,0,0,1,0,1,3,0,0.4,1.1284034825656,2.89595701210716,0.97
